"","V1"
"754","Aeschylus_Prometheus-74"
"755","Aeschylus_Prometheus-75"
"756","Aeschylus_Prometheus-76"
"757","Aeschylus_Prometheus-77"
"758","Aeschylus_Prometheus-78"
"759","Aeschylus_Prometheus-79"
"760","Aeschylus_Prometheus-80"
"761","Aeschylus_Prometheus-81"
"762","Aeschylus_Prometheus-82"
"763","Aeschylus_Prometheus-83"
"764","Aeschylus_Prometheus-84"
"765","Aeschylus_Prometheus-85"
"766","Aeschylus_Prometheus-86"
"767","Aeschylus_Prometheus-87"
"768","Aeschylus_Prometheus-88"
"769","Aeschylus_Prometheus-89"
"770","Aeschylus_Prometheus-90"
"771","Aeschylus_Prometheus-91"
"772","Aeschylus_Prometheus-92"
"773","Aeschylus_Prometheus-93"
"774","Aeschylus_Prometheus-94"
"775","Aeschylus_Prometheus-95"
"776","Aeschylus_Prometheus-96"
"777","Aeschylus_Prometheus-97"
"778","Aeschylus_Prometheus-98"
"779","Aeschylus_Prometheus-99"
"780","Aeschylus_Prometheus-100"
"781","Aeschylus_Prometheus-101"
"782","Aeschylus_Prometheus-102"
"783","Aeschylus_Prometheus-103"
"784","Aeschylus_Prometheus-104"
"785","Aeschylus_Prometheus-105"
"786","Aeschylus_Prometheus-106"
"787","Aeschylus_Prometheus-107"
"788","Aeschylus_Prometheus-108"
"789","Aeschylus_Prometheus-109"
"790","Aeschylus_Prometheus-110"
"791","Aeschylus_Prometheus-111"
"792","Aeschylus_Prometheus-112"
"793","Aeschylus_Prometheus-113"
"794","Aeschylus_Prometheus-114"
"795","Aeschylus_Prometheus-115"
"796","Aeschylus_Prometheus-116"
"797","Aeschylus_Prometheus-117"
"798","Aeschylus_Prometheus-118"
"799","Aeschylus_Prometheus-119"
"800","Aeschylus_Prometheus-120"
"801","Aeschylus_Prometheus-121"
"802","Aeschylus_Prometheus-122"
"803","Aeschylus_Prometheus-123"
"804","Aeschylus_Prometheus-124"
"805","Aeschylus_Prometheus-125"
"806","Aeschylus_Prometheus-126"
"807","Aeschylus_Prometheus-127"
"808","Aeschylus_Prometheus-128"
"809","Aeschylus_Prometheus-129"
"810","Aeschylus_Prometheus-130"
"811","Aeschylus_Prometheus-131"
"812","Aeschylus_Prometheus-132"
"813","Aeschylus_Prometheus-133"
"814","Aeschylus_Prometheus-134"
"815","Aeschylus_Prometheus-135"
"816","Aeschylus_Prometheus-136"
"817","Aeschylus_Prometheus-137"
"818","Aeschylus_Prometheus-138"
"819","Aeschylus_Prometheus-139"
"820","Aeschylus_Prometheus-140"
"821","Aeschylus_Prometheus-141"
"822","Aeschylus_Prometheus-142"
"823","Aeschylus_Prometheus-143"
"824","Aeschylus_Prometheus-144"
"825","Aeschylus_Prometheus-145"
"826","Aeschylus_Prometheus-146"
"827","Aeschylus_Prometheus-147"
"828","Aeschylus_Prometheus-148"
"829","Aeschylus_Prometheus-149"
"830","Aeschylus_Prometheus-150"
"831","Aeschylus_Prometheus-151"
"832","Aeschylus_Prometheus-152"
"833","Aeschylus_Prometheus-153"
"834","Aeschylus_Prometheus-154"
"835","Aeschylus_Prometheus-155"
"836","Aeschylus_Prometheus-156"
"837","Aeschylus_Prometheus-157"
"838","Aeschylus_Prometheus-158"
"839","Aeschylus_Prometheus-159"
"840","Aeschylus_Prometheus-160"
"841","Aeschylus_Prometheus-161"
"842","Aeschylus_Prometheus-162"
"843","Aeschylus_Prometheus-163"
"844","Aeschylus_Prometheus-164"
"845","Aeschylus_Prometheus-165"
"846","Aeschylus_Prometheus-166"
"847","Aeschylus_Prometheus-167"
"848","Aeschylus_Prometheus-168"
"849","Aeschylus_Prometheus-169"
"850","Aeschylus_Prometheus-170"
"851","Aeschylus_Prometheus-171"
"852","Aeschylus_Seven-1"
"853","Aeschylus_Seven-2"
"854","Aeschylus_Seven-3"
"855","Aeschylus_Seven-4"
"856","Aeschylus_Seven-5"
"857","Aeschylus_Seven-6"
"858","Aeschylus_Seven-7"
"859","Aeschylus_Seven-8"
"860","Aeschylus_Seven-9"
"861","Aeschylus_Seven-10"
"862","Aeschylus_Seven-11"
"863","Aeschylus_Seven-12"
"864","Aeschylus_Seven-13"
"865","Aeschylus_Seven-14"
"866","Aeschylus_Seven-15"
"867","Aeschylus_Seven-16"
"868","Aeschylus_Seven-17"
"869","Aeschylus_Seven-18"
"870","Aeschylus_Seven-19"
"871","Aeschylus_Seven-20"
"872","Aeschylus_Seven-21"
"873","Aeschylus_Seven-22"
"874","Aeschylus_Seven-23"
"875","Aeschylus_Seven-24"
"876","Aeschylus_Seven-25"
"877","Aeschylus_Seven-26"
"878","Aeschylus_Seven-27"
"879","Aeschylus_Seven-28"
"880","Aeschylus_Seven-29"
"881","Aeschylus_Seven-30"
"882","Aeschylus_Seven-31"
"883","Aeschylus_Seven-32"
"884","Aeschylus_Seven-33"
"885","Aeschylus_Seven-34"
"886","Aeschylus_Seven-35"
"887","Aeschylus_Seven-36"
"888","Aeschylus_Seven-37"
"889","Aeschylus_Seven-38"
"890","Aeschylus_Seven-39"
"891","Aeschylus_Seven-40"
"892","Aeschylus_Seven-41"
"893","Aeschylus_Seven-42"
"894","Aeschylus_Seven-43"
"895","Aeschylus_Seven-44"
"896","Aeschylus_Seven-45"
"897","Aeschylus_Seven-46"
"898","Aeschylus_Seven-47"
"899","Aeschylus_Seven-48"
"900","Aeschylus_Seven-49"
"901","Aeschylus_Seven-50"
"902","Aeschylus_Seven-51"
"903","Aeschylus_Seven-52"
"904","Aeschylus_Seven-53"
"905","Aeschylus_Seven-54"
"906","Aeschylus_Seven-55"
"907","Aeschylus_Seven-56"
"908","Aeschylus_Seven-57"
"909","Aeschylus_Seven-58"
"910","Aeschylus_Seven-59"
"911","Aeschylus_Seven-60"
"912","Aeschylus_Seven-61"
"913","Aeschylus_Seven-62"
"914","Aeschylus_Seven-63"
"915","Aeschylus_Seven-64"
"916","Aeschylus_Seven-65"
"917","Aeschylus_Seven-66"
"918","Aeschylus_Seven-67"
"919","Aeschylus_Seven-68"
"920","Aeschylus_Seven-69"
"921","Aeschylus_Seven-70"
"922","Aeschylus_Seven-71"
"923","Aeschylus_Seven-72"
"924","Aeschylus_Seven-73"
"925","Aeschylus_Seven-74"
"926","Aeschylus_Seven-75"
"927","Aeschylus_Seven-76"
"928","Aeschylus_Seven-77"
"929","Aeschylus_Seven-78"
"930","Aeschylus_Seven-79"
"931","Aeschylus_Seven-80"
"932","Aeschylus_Seven-81"
"933","Aeschylus_Seven-82"
"934","Aeschylus_Seven-83"
"935","Aeschylus_Seven-84"
"936","Aeschylus_Seven-85"
"937","Aeschylus_Seven-86"
"938","Aeschylus_Seven-87"
"939","Aeschylus_Seven-88"
"940","Aeschylus_Seven-89"
"941","Aeschylus_Seven-90"
"942","Aeschylus_Seven-91"
"943","Aeschylus_Seven-92"
"944","Aeschylus_Seven-93"
"945","Aeschylus_Seven-94"
"946","Aeschylus_Seven-95"
"947","Aeschylus_Seven-96"
"948","Aeschylus_Seven-97"
"949","Aeschylus_Seven-98"
"950","Aeschylus_Seven-99"
"951","Aeschylus_Seven-100"
"952","Aeschylus_Seven-101"
"953","Aeschylus_Seven-102"
"954","Aeschylus_Seven-103"
"955","Aeschylus_Seven-104"
"956","Aeschylus_Seven-105"
"957","Aeschylus_Seven-106"
"958","Aeschylus_Seven-107"
"959","Aeschylus_Seven-108"
"960","Aeschylus_Seven-109"
"961","Aeschylus_Seven-110"
"962","Aeschylus_Seven-111"
"963","Aeschylus_Seven-112"
"964","Aeschylus_Seven-113"
"965","Aeschylus_Seven-114"
"966","Aeschylus_Seven-115"
"967","Aeschylus_Seven-116"
"968","Aeschylus_Seven-117"
"969","Aeschylus_Seven-118"
"970","Aeschylus_Seven-119"
"971","Aeschylus_Seven-120"
"972","Aeschylus_Seven-121"
"973","Aeschylus_Seven-122"
"974","Aeschylus_Seven-123"
"975","Aeschylus_Seven-124"
"976","Aeschylus_Seven-125"
"977","Aeschylus_Seven-126"
"978","Aeschylus_Seven-127"
"979","Aeschylus_Seven-128"
"980","Aeschylus_Seven-129"
"981","Aeschylus_Seven-130"
"982","Aeschylus_Seven-131"
"983","Aeschylus_Seven-132"
"984","Aeschylus_Seven-133"
"985","Aeschylus_Seven-134"
"986","Aeschylus_Seven-135"
"987","Aeschylus_Seven-136"
"988","Aeschylus_Seven-137"
"989","Aeschylus_Seven-138"
"990","Aeschylus_Seven-139"
"991","Aeschylus_Seven-140"
"992","Aeschylus_Seven-141"
"993","Aeschylus_Seven-142"
"994","Aeschylus_Seven-143"
"995","Aeschylus_Seven-144"
"996","Aeschylus_Seven-145"
"997","Aeschylus_Seven-146"
"998","Aeschylus_Seven-147"
"999","Aeschylus_Seven-148"
"1000","Aeschylus_Seven-149"
"1001","Aeschylus_Seven-150"
"1002","Aeschylus_Suppliants-1"
"1003","Aeschylus_Suppliants-2"
"1004","Aeschylus_Suppliants-3"
"1005","Aeschylus_Suppliants-4"
"1006","Aeschylus_Suppliants-5"
"1007","Aeschylus_Suppliants-6"
"1008","Aeschylus_Suppliants-7"
"1009","Aeschylus_Suppliants-8"
"1010","Aeschylus_Suppliants-9"
"1011","Aeschylus_Suppliants-10"
"1012","Aeschylus_Suppliants-11"
"1013","Aeschylus_Suppliants-12"
"1014","Aeschylus_Suppliants-13"
"1015","Aeschylus_Suppliants-14"
"1016","Aeschylus_Suppliants-15"
"1017","Aeschylus_Suppliants-16"
"1018","Aeschylus_Suppliants-17"
"1019","Aeschylus_Suppliants-18"
"1020","Aeschylus_Suppliants-19"
"1021","Aeschylus_Suppliants-20"
"1022","Aeschylus_Suppliants-21"
"1023","Aeschylus_Suppliants-22"
"1024","Aeschylus_Suppliants-23"
"1025","Aeschylus_Suppliants-24"
"1026","Aeschylus_Suppliants-25"
"1027","Aeschylus_Suppliants-26"
"1028","Aeschylus_Suppliants-27"
"1029","Aeschylus_Suppliants-28"
"1030","Aeschylus_Suppliants-29"
"1031","Aeschylus_Suppliants-30"
"1032","Aeschylus_Suppliants-31"
"1033","Aeschylus_Suppliants-32"
"1034","Aeschylus_Suppliants-33"
"1035","Aeschylus_Suppliants-34"
"1036","Aeschylus_Suppliants-35"
"1037","Aeschylus_Suppliants-36"
"1038","Aeschylus_Suppliants-37"
"1039","Aeschylus_Suppliants-38"
"1040","Aeschylus_Suppliants-39"
"1041","Aeschylus_Suppliants-40"
"1042","Aeschylus_Suppliants-41"
"1043","Aeschylus_Suppliants-42"
"1044","Aeschylus_Suppliants-43"
"1045","Aeschylus_Suppliants-44"
"1046","Aeschylus_Suppliants-45"
"1047","Aeschylus_Suppliants-46"
"1048","Aeschylus_Suppliants-47"
"1049","Aeschylus_Suppliants-48"
"1050","Aeschylus_Suppliants-49"
"1051","Aeschylus_Suppliants-50"
"1052","Aeschylus_Suppliants-51"
"1053","Aeschylus_Suppliants-52"
"1054","Aeschylus_Suppliants-53"
"1055","Aeschylus_Suppliants-54"
"1056","Aeschylus_Suppliants-55"
"1057","Aeschylus_Suppliants-56"
"1058","Aeschylus_Suppliants-57"
"1059","Aeschylus_Suppliants-58"
"1060","Aeschylus_Suppliants-59"
"1061","Aeschylus_Suppliants-60"
"1062","Aeschylus_Suppliants-61"
"1063","Aeschylus_Suppliants-62"
"1064","Aeschylus_Suppliants-63"
"1065","Aeschylus_Suppliants-64"
"1066","Aeschylus_Suppliants-65"
"1067","Aeschylus_Suppliants-66"
"1068","Aeschylus_Suppliants-67"
"1069","Aeschylus_Suppliants-68"
"1070","Aeschylus_Suppliants-69"
"1071","Aeschylus_Suppliants-70"
"1072","Aeschylus_Suppliants-71"
"1073","Aeschylus_Suppliants-72"
"1074","Aeschylus_Suppliants-73"
"1075","Aeschylus_Suppliants-74"
"1076","Aeschylus_Suppliants-75"
"1077","Aeschylus_Suppliants-76"
"1078","Aeschylus_Suppliants-77"
"1079","Aeschylus_Suppliants-78"
"1080","Aeschylus_Suppliants-79"
"1081","Aeschylus_Suppliants-80"
"1082","Aeschylus_Suppliants-81"
"1083","Aeschylus_Suppliants-82"
"1084","Aeschylus_Suppliants-83"
"1085","Aeschylus_Suppliants-84"
"1086","Aeschylus_Suppliants-85"
"1087","Aeschylus_Suppliants-86"
"1088","Aeschylus_Suppliants-87"
"1089","Aeschylus_Suppliants-88"
"1090","Aeschylus_Suppliants-89"
"1091","Aeschylus_Suppliants-90"
"1092","Aeschylus_Suppliants-91"
"1093","Aeschylus_Suppliants-92"
"1094","Aeschylus_Suppliants-93"
"1095","Aeschylus_Suppliants-94"
"1096","Aeschylus_Suppliants-95"
"1097","Aeschylus_Suppliants-96"
"1098","Aeschylus_Suppliants-97"
"1099","Aeschylus_Suppliants-98"
"1100","Aeschylus_Suppliants-99"
"1101","Aeschylus_Suppliants-100"
"1102","Aeschylus_Suppliants-101"
"1103","Aeschylus_Suppliants-102"
"1104","Aeschylus_Suppliants-103"
"1105","Aeschylus_Suppliants-104"
"1106","Aeschylus_Suppliants-105"
"1107","Aeschylus_Suppliants-106"
"1108","Aeschylus_Suppliants-107"
"1109","Aeschylus_Suppliants-108"
"1110","Aeschylus_Suppliants-109"
"1111","Aeschylus_Suppliants-110"
"1112","Aeschylus_Suppliants-111"
"1113","Aeschylus_Suppliants-112"
"1114","Aeschylus_Suppliants-113"
"1115","Aeschylus_Suppliants-114"
"1116","Aeschylus_Suppliants-115"
"1117","Aeschylus_Suppliants-116"
"1118","Aeschylus_Suppliants-117"
"1119","Aeschylus_Suppliants-118"
"1120","Aeschylus_Suppliants-119"
"1121","Aeschylus_Suppliants-120"
"1122","Aeschylus_Suppliants-121"
"1123","Aeschylus_Suppliants-122"
"1124","Aeschylus_Suppliants-123"
"1125","Aeschylus_Suppliants-124"
"1126","Aeschylus_Suppliants-125"
"1127","Aeschylus_Suppliants-126"
"1128","Aeschylus_Suppliants-127"
"1129","Aeschylus_Suppliants-128"
"1130","Aeschylus_Suppliants-129"
"1131","Aeschylus_Suppliants-130"
"1132","Aeschylus_Suppliants-131"
"1133","Aeschylus_Suppliants-132"
"1134","Aeschylus_Suppliants-133"
"1135","Aeschylus_Suppliants-134"
"1136","Aeschylus_Suppliants-135"
"1137","Aeschylus_Suppliants-136"
"1138","Aeschylus_Suppliants-137"
"1139","Aeschylus_Suppliants-138"
"1140","Aeschylus_Suppliants-139"
"1141","Aeschylus_Suppliants-140"
"1142","Aeschylus_Suppliants-141"
"1143","Aeschylus_Suppliants-142"
"1144","Aeschylus_Suppliants-143"
"1145","Aeschylus_Suppliants-144"
"1146","DiodorusSic_Book11-1"
"1147","DiodorusSic_Book11-2"
"1148","DiodorusSic_Book11-3"
"1149","DiodorusSic_Book11-4"
"1150","DiodorusSic_Book11-5"
"1151","DiodorusSic_Book11-6"
"1152","DiodorusSic_Book11-7"
"1153","DiodorusSic_Book11-8"
"1154","DiodorusSic_Book11-9"
"1155","DiodorusSic_Book11-10"
"1156","DiodorusSic_Book11-11"
"1157","DiodorusSic_Book11-12"
"1158","DiodorusSic_Book11-13"
"1159","DiodorusSic_Book11-14"
"1160","DiodorusSic_Book11-15"
"1161","DiodorusSic_Book11-16"
"1162","DiodorusSic_Book11-17"
"1163","DiodorusSic_Book11-18"
"1164","DiodorusSic_Book11-19"
"1165","DiodorusSic_Book11-20"
"1166","DiodorusSic_Book11-21"
"1167","DiodorusSic_Book11-22"
"1168","DiodorusSic_Book11-23"
"1169","DiodorusSic_Book11-24"
"1170","DiodorusSic_Book11-25"
"1171","DiodorusSic_Book11-26"
"1172","DiodorusSic_Book11-27"
"1173","DiodorusSic_Book11-28"
"1174","DiodorusSic_Book11-29"
"1175","DiodorusSic_Book11-30"
"1176","DiodorusSic_Book11-31"
"1177","DiodorusSic_Book11-32"
"1178","DiodorusSic_Book11-33"
"1179","DiodorusSic_Book11-34"
"1180","DiodorusSic_Book11-35"
"1181","DiodorusSic_Book11-36"
"1182","DiodorusSic_Book11-37"
"1183","DiodorusSic_Book11-38"
"1184","DiodorusSic_Book11-39"
"1185","DiodorusSic_Book11-40"
"1186","DiodorusSic_Book11-41"
"1187","DiodorusSic_Book11-42"
"1188","DiodorusSic_Book11-43"
"1189","DiodorusSic_Book11-44"
"1190","DiodorusSic_Book11-45"
"1191","DiodorusSic_Book11-46"
"1192","DiodorusSic_Book11-47"
"1193","DiodorusSic_Book11-48"
"1194","DiodorusSic_Book11-49"
"1195","DiodorusSic_Book11-50"
"1196","DiodorusSic_Book11-51"
"1197","DiodorusSic_Book11-52"
"1198","DiodorusSic_Book11-53"
"1199","DiodorusSic_Book11-54"
"1200","DiodorusSic_Book11-55"
"1201","DiodorusSic_Book11-56"
"1202","DiodorusSic_Book11-57"
"1203","DiodorusSic_Book11-58"
"1204","DiodorusSic_Book11-59"
"1205","DiodorusSic_Book11-60"
"1206","DiodorusSic_Book11-61"
"1207","DiodorusSic_Book11-62"
"1208","DiodorusSic_Book11-63"
"1209","DiodorusSic_Book11-64"
"1210","DiodorusSic_Book11-65"
"1211","DiodorusSic_Book11-66"
"1212","DiodorusSic_Book11-67"
"1213","DiodorusSic_Book11-68"
"1214","DiodorusSic_Book11-69"
"1215","DiodorusSic_Book11-70"
"1216","DiodorusSic_Book11-71"
"1217","DiodorusSic_Book11-72"
"1218","DiodorusSic_Book11-73"
"1219","DiodorusSic_Book11-74"
"1220","DiodorusSic_Book11-75"
"1221","DiodorusSic_Book11-76"
"1222","DiodorusSic_Book11-77"
"1223","DiodorusSic_Book11-78"
"1224","DiodorusSic_Book11-79"
"1225","DiodorusSic_Book11-80"
"1226","DiodorusSic_Book11-81"
"1227","DiodorusSic_Book11-82"
"1228","DiodorusSic_Book11-83"
"1229","DiodorusSic_Book11-84"
"1230","DiodorusSic_Book11-85"
"1231","DiodorusSic_Book11-86"
"1232","DiodorusSic_Book11-87"
"1233","DiodorusSic_Book11-88"
"1234","DiodorusSic_Book11-89"
"1235","DiodorusSic_Book11-90"
"1236","DiodorusSic_Book11-91"
"1237","DiodorusSic_Book11-92"
"1238","DiodorusSic_Book11-93"
"1239","DiodorusSic_Book11-94"
"1240","DiodorusSic_Book11-95"
"1241","DiodorusSic_Book11-96"
"1242","DiodorusSic_Book11-97"
"1243","DiodorusSic_Book11-98"
"1244","DiodorusSic_Book11-99"
"1245","DiodorusSic_Book11-100"
"1246","DiodorusSic_Book11-101"
"1247","DiodorusSic_Book11-102"
"1248","DiodorusSic_Book11-103"
"1249","DiodorusSic_Book11-104"
"1250","DiodorusSic_Book11-105"
"1251","DiodorusSic_Book11-106"
"1252","DiodorusSic_Book11-107"
"1253","DiodorusSic_Book11-108"
"1254","DiodorusSic_Book11-109"
"1255","DiodorusSic_Book11-110"
"1256","DiodorusSic_Book11-111"
"1257","DiodorusSic_Book11-112"
"1258","DiodorusSic_Book11-113"
"1259","DiodorusSic_Book11-114"
"1260","DiodorusSic_Book11-115"
"1261","DiodorusSic_Book11-116"
"1262","DiodorusSic_Book11-117"
"1263","DiodorusSic_Book11-118"
"1264","DiodorusSic_Book11-119"
"1265","DiodorusSic_Book11-120"
"1266","DiodorusSic_Book11-121"
"1267","DiodorusSic_Book11-122"
"1268","DiodorusSic_Book11-123"
"1269","DiodorusSic_Book11-124"
"1270","DiodorusSic_Book11-125"
"1271","DiodorusSic_Book11-126"
"1272","DiodorusSic_Book11-127"
"1273","DiodorusSic_Book11-128"
"1274","DiodorusSic_Book11-129"
"1275","DiodorusSic_Book11-130"
"1276","DiodorusSic_Book11-131"
"1277","DiodorusSic_Book11-132"
"1278","DiodorusSic_Book11-133"
"1279","DiodorusSic_Book11-134"
"1280","DiodorusSic_Book11-135"
"1281","DiodorusSic_Book11-136"
"1282","DiodorusSic_Book11-137"
"1283","DiodorusSic_Book11-138"
"1284","DiodorusSic_Book11-139"
"1285","DiodorusSic_Book11-140"
"1286","DiodorusSic_Book11-141"
"1287","DiodorusSic_Book11-142"
"1288","DiodorusSic_Book11-143"
"1289","DiodorusSic_Book11-144"
"1290","DiodorusSic_Book11-145"
"1291","DiodorusSic_Book11-146"
"1292","DiodorusSic_Book11-147"
"1293","DiodorusSic_Book11-148"
"1294","DiodorusSic_Book11-149"
"1295","DiodorusSic_Book11-150"
"1296","DiodorusSic_Book11-151"
"1297","DiodorusSic_Book11-152"
"1298","DiodorusSic_Book11-153"
"1299","DiodorusSic_Book11-154"
"1300","DiodorusSic_Book11-155"
"1301","DiodorusSic_Book11-156"
"1302","DiodorusSic_Book11-157"
"1303","DiodorusSic_Book11-158"
"1304","DiodorusSic_Book11-159"
"1305","DiodorusSic_Book11-160"
"1306","DiodorusSic_Book11-161"
"1307","DiodorusSic_Book11-162"
"1308","DiodorusSic_Book11-163"
"1309","DiodorusSic_Book11-164"
"1310","DiodorusSic_Book11-165"
"1311","DiodorusSic_Book11-166"
"1312","DiodorusSic_Book11-167"
"1313","DiodorusSic_Book11-168"
"1314","DiodorusSic_Book11-169"
"1315","DiodorusSic_Book11-170"
"1316","DiodorusSic_Book11-171"
"1317","DiodorusSic_Book11-172"
"1318","DiodorusSic_Book11-173"
"1319","DiodorusSic_Book11-174"
"1320","DiodorusSic_Book11-175"
"1321","DiodorusSic_Book11-176"
"1322","DiodorusSic_Book11-177"
"1323","DiodorusSic_Book11-178"
"1324","DiodorusSic_Book11-179"
"1325","DiodorusSic_Book11-180"
"1326","DiodorusSic_Book11-181"
"1327","DiodorusSic_Book11-182"
"1328","DiodorusSic_Book11-183"
"1329","DiodorusSic_Book11-184"
"1330","DiodorusSic_Book11-185"
"1331","DiodorusSic_Book11-186"
"1332","DiodorusSic_Book11-187"
"1333","DiodorusSic_Book11-188"
"1334","DiodorusSic_Book11-189"
"1335","DiodorusSic_Book11-190"
"1336","DiodorusSic_Book11-191"
"1337","DiodorusSic_Book11-192"
"1338","DiodorusSic_Book11-193"
"1339","DiodorusSic_Book11-194"
"1340","DiodorusSic_Book11-195"
"1341","DiodorusSic_Book11-196"
"1342","DiodorusSic_Book11-197"
"1343","DiodorusSic_Book11-198"
"1344","DiodorusSic_Book11-199"
"1345","DiodorusSic_Book11-200"
"1346","DiodorusSic_Book11-201"
"1347","DiodorusSic_Book11-202"
"1348","DiodorusSic_Book11-203"
"1349","DiodorusSic_Book11-204"
"1350","DiodorusSic_Book11-205"
"1351","DiodorusSic_Book11-206"
"1352","DiodorusSic_Book11-207"
"1353","DiodorusSic_Book11-208"
"1354","DiodorusSic_Book11-209"
"1355","DiodorusSic_Book11-210"
"1356","DiodorusSic_Book11-211"
"1357","DiodorusSic_Book11-212"
"1358","DiodorusSic_Book11-213"
"1359","DiodorusSic_Book11-214"
"1360","DiodorusSic_Book11-215"
"1361","DiodorusSic_Book11-216"
"1362","DiodorusSic_Book11-217"
"1363","DiodorusSic_Book11-218"
"1364","DiodorusSic_Book11-219"
"1365","DiodorusSic_Book11-220"
"1366","DiodorusSic_Book11-221"
"1367","DiodorusSic_Book11-222"
"1368","DiodorusSic_Book11-223"
"1369","DiodorusSic_Book11-224"
"1370","DiodorusSic_Book11-225"
"1371","DiodorusSic_Book11-226"
"1372","DiodorusSic_Book11-227"
"1373","DiodorusSic_Book11-228"
"1374","DiodorusSic_Book11-229"
"1375","DiodorusSic_Book11-230"
"1376","DiodorusSic_Book11-231"
"1377","DiodorusSic_Book11-232"
"1378","DiodorusSic_Book11-233"
"1379","DiodorusSic_Book11-234"
"1380","DiodorusSic_Book11-235"
"1381","DiodorusSic_Book11-236"
"1382","DiodorusSic_Book11-237"
"1383","DiodorusSic_Book11-238"
"1384","DiodorusSic_Book11-239"
"1385","DiodorusSic_Book11-240"
"1386","DiodorusSic_Book11-241"
"1387","DiodorusSic_Book11-242"
"1388","DiodorusSic_Book11-243"
"1389","DiodorusSic_Book11-244"
"1390","DiodorusSic_Book11-245"
"1391","DiodorusSic_Book11-246"
"1392","DiodorusSic_Book11-247"
"1393","DiodorusSic_Book11-248"
"1394","DiodorusSic_Book11-249"
"1395","DiodorusSic_Book11-250"
"1396","DiodorusSic_Book11-251"
"1397","DiodorusSic_Book11-252"
"1398","DiodorusSic_Book11-253"
"1399","DiodorusSic_Book11-254"
"1400","DiodorusSic_Book11-255"
"1401","DiodorusSic_Book11-256"
"1402","DiodorusSic_Book11-257"
"1403","DiodorusSic_Book11-258"
"1404","DiodorusSic_Book11-259"
"1405","DiodorusSic_Book11-260"
"1406","DiodorusSic_Book11-261"
"1407","DiodorusSic_Book11-262"
"1408","DiodorusSic_Book11-263"
"1409","DiodorusSic_Book11-264"
"1410","DiodorusSic_Book11-265"
"1411","DiodorusSic_Book11-266"
"1412","DiodorusSic_Book11-267"
"1413","DiodorusSic_Book11-268"
"1414","DiodorusSic_Book11-269"
"1415","DiodorusSic_Book11-270"
"1416","DiodorusSic_Book11-271"
"1417","DiodorusSic_Book11-272"
"1418","DiodorusSic_Book11-273"
"1419","DiodorusSic_Book11-274"
"1420","DiodorusSic_Book11-275"
"1421","DiodorusSic_Book11-276"
"1422","DiodorusSic_Book11-277"
"1423","DiodorusSic_Book11-278"
"1424","DiodorusSic_Book11-279"
"1425","DiodorusSic_Book11-280"
"1426","DiodorusSic_Book11-281"
"1427","DiodorusSic_Book11-282"
"1428","DiodorusSic_Book11-283"
"1429","DiodorusSic_Book11-284"
"1430","DiodorusSic_Book11-285"
"1431","DiodorusSic_Book11-286"
"1432","DiodorusSic_Book11-287"
"1433","DiodorusSic_Book11-288"
"1434","DiodorusSic_Book11-289"
"1435","DiodorusSic_Book11-290"
"1436","DiodorusSic_Book11-291"
"1437","DiodorusSic_Book11-292"
"1438","DiodorusSic_Book11-293"
"1439","DiodorusSic_Book11-294"
"1440","DiodorusSic_Book11-295"
"1441","DiodorusSic_Book11-296"
"1442","DiodorusSic_Book11-297"
"1443","DiodorusSic_Book11-298"
"1444","DiodorusSic_Book11-299"
"1445","DiodorusSic_Book11-300"
"1446","DiodorusSic_Book11-301"
"1447","DiodorusSic_Book11-302"
"1448","DiodorusSic_Book11-303"
"1449","DiodorusSic_Book11-304"
"1450","DiodorusSic_Book11-305"
"1451","DiodorusSic_Book11-306"
"1452","DiodorusSic_Book11-307"
"1453","DiodorusSic_Book11-308"
"1454","DiodorusSic_Book11-309"
"1455","DiodorusSic_Book11-310"
"1456","DiodorusSic_Book11-311"
"1457","DiodorusSic_Book11-312"
"1458","DiodorusSic_Book11-313"
"1459","DiodorusSic_Book11-314"
"1460","DiodorusSic_Book11-315"
"1461","DiodorusSic_Book11-316"
"1462","DiodorusSic_Book11-317"
"1463","DiodorusSic_Book11-318"
"1464","DiodorusSic_Book11-319"
"1465","DiodorusSic_Book11-320"
"1466","DiodorusSic_Book11-321"
"1467","DiodorusSic_Book11-322"
"1468","DiodorusSic_Book11-323"
"1469","DiodorusSic_Book11-324"
"1470","DiodorusSic_Book11-325"
"1471","DiodorusSic_Book11-326"
"1472","DiodorusSic_Book11-327"
"1473","DiodorusSic_Book11-328"
"1474","DiodorusSic_Book11-329"
"1475","DiodorusSic_Book11-330"
"1476","DiodorusSic_Book11-331"
